Innovation Group,TIG,0687209,FTSE SmallCap,74.500000,
Gyrus Group,GYG,0170152,FTSE SmallCap,172.500000,
Grantchester Holdings,GRT,3146183,FTSE SmallCap,203.500000,
Acal,ACL,0005588,FTSE SmallCap,542.500000,
Elementis,ELM,0241854,FTSE SmallCap,32.750000,
JZ Equity Partners,JZE,0290481,FTSE SmallCap,134.500000,
International Energy Group,IEG,0395137,FTSE SmallCap,192.500000,
Games Workshop Group,GAW,0371847,FTSE SmallCap,476.000000,
Peterhouse Group,PHS,0805410,FTSE SmallCap,350.000000,
Domino Printing Sciences,DNO,0274805,FTSE SmallCap,129.000000,
Keller,KLR,0486622,FTSE SmallCap,233.500000,
THUS Group,THUS,3125944,FTSE SmallCap,10.300000,
Eidos,EID,0934897,FTSE SmallCap,100.000000,
Schroder UK Growth Fund,SDU,0791348,FTSE SmallCap,80.000000,
Kiln,KIN,0378235,FTSE Fledgling,67.000000,
Bespak,BPK,0094627,FTSE SmallCap,510.000000,
Paladin Resources,PLR,0692032,FTSE SmallCap,54.000000,
Henderson TR Pacific Investment Trust,HPI,0871079,FTSE SmallCap,66.250000,
Charter,CHTR,0188263,FTSE SmallCap,143.500000,
BPP Holdings,BPP,0069841,FTSE SmallCap,235.500000,
Goldshield Group,GSD,0289382,FTSE SmallCap,365.000000,
Standard Life Euro Pri Eqty Tst PLC,SEP,3047468,Ineligible,83.500000,
Countryside Properties,CYD,0228040,FTSE SmallCap,170.000000,
Big Food Group,BFP,0455871,FTSE 250,39.000000,
East Surrey Holdings,ESH,0299552,Ineligible,267.500000,
Unite Group,UTG,0692861,FTSE SmallCap,175.000000,
Speedy Hire,SDY,0016308,FTSE SmallCap,305.000000,
JP Morgan Fleming Asian Inv Tst,JPF,0132077,FTSE SmallCap,79.000000,
Management Consulting Group,MMC,0197902,FTSE SmallCap,69.250000,
Merchant Retail Group,MRT,0642242,FTSE SmallCap,116.500000,
Surfcontrol,SRF,0290179,FTSE SmallCap,420.000000,
Gullane Entertainment,GUL,0142140,FTSE SmallCap,400.000000,
Jupiter Split Trust Cap,JRTC,0478997,Ineligible,220.000000,
Jupiter Split Trust Inc,JRTI,0478986,Ineligible,99.500000,
IG Group,IGI,0914424,FTSE SmallCap,230.500000,
Venture Production,VPC,3142318,FTSE SmallCap,116.000000,
RPC Group,RPC,0719737,FTSE SmallCap,143.500000,
Merrill Lynch Asset Allocator(Growth Ord,MLA,0567152,Ineligible,71.500000,
Merrill Lynch Asset Allocator (Balanced),MLAB,3101591,Ineligible,83.500000,
BSS Group,BTSM,0140100,FTSE SmallCap,427.500000,
Morgan Sindall,MGNS,0808561,FTSE SmallCap,300.000000,
Parthus Technologies,PRH,0504427,FTSE SmallCap,21.500000,
Brewin Dolphin Holdings,BRW,0176581,FTSE SmallCap,65.000000,
UK Coal,UKC,0719072,FTSE SmallCap,84.500000,
Henderson Smaller Cos Inv Tst,HSL,0906506,FTSE SmallCap,92.000000,
Charles Taylor Consulting,CTR,0188371,Ineligible,357.500000,
Tribune Trust Index Shs,TBEI,0352176,FTSE SmallCap,413.500000,
Edinburgh Dragon Trust,EFM,0294502,FTSE SmallCap,53.500000,
Henlys Group,HNL,0691404,FTSE SmallCap,159.500000,
Danka Business Systems,DNK,0253644,FTSE Fledgling,49.000000,
MacDonald Hotels,MDH,0555328,FTSE SmallCap,201.500000,
Compco,CMP,0214801,FTSE SmallCap,323.500000,
Tribal Group,TRB,3018152,,251.500000,
City Centre Restaurants,CTC,0089719,FTSE SmallCap,61.250000,
Clinton Cards,CC.,0203672,FTSE SmallCap,173.000000,
Azlan Group,AZL,0065838,FTSE SmallCap,105.000000,
Anite Group,AIE,0232085,FTSE 250,35.000000,
Alpha Airports Group,AAP,0028132,FTSE SmallCap,68.000000,
Emblaze Systems,BLZ,0371234,FTSE SmallCap,85.000000,
Hunting,HTG,0447889,FTSE SmallCap,115.000000,
Roxboro Group,RXO,0750275,FTSE SmallCap,205.000000,
Regent Inns,REG,0730415,FTSE SmallCap,126.500000,
TTP Communications,TTC,0967008,FTSE SmallCap,50.500000,
Sanctuary Group,SGP,0375009,FTSE SmallCap,35.750000,
Marylebone Warwick Balfour Group,MWB,0042745,FTSE SmallCap,80.500000,
Phytopharm,PYM,0686972,FTSE SmallCap,294.000000,
Devro,DVO,0267043,FTSE SmallCap,70.500000,
Robert Wiseman Dairies,RWD,0744201,FTSE SmallCap,144.000000,
Whatman,WHM,0606657,FTSE SmallCap,90.000000,
Fleming Managed Growth,FMG,0852814,Ineligible,205.000000,
SFI Group,SUF,0135515,FTSE SmallCap,149.500000,
Topps Tiles,TPT,0486150,FTSE SmallCap,250.000000,
Druck Hldgs,DRK,0281452,Ineligible,349.000000,
Incepta Group,ITA,0453347,FTSE SmallCap,22.500000,
John David Sports,JD.,0477154,FTSE SmallCap,236.500000,
Helphire Group,HHR,0419521,FTSE SmallCap,95.500000,
Development Securities,DSC,0266846,FTSE SmallCap,383.500000,
Martin Currie Cap Return Tst A Shs,MNCA,3073816,FTSE SmallCap,104.000000,
Martin Currie Cap Return Tst B Shs,MNCB,3073827,FTSE SmallCap,99.500000,
Itnet,ITN,0288453,FTSE SmallCap,148.000000,
JPMorgan Fleming Inc & Gwth IT(Inc),JGIZ,0571294,Ineligible,79.750000,
JPMorgan Fleming Inc & Gwth IT(Cap),JGIX,3037179,Ineligible,52.500000,
Bloomsbury Publishing,BMY,0105477,FTSE SmallCap,635.000000,
Maiden Group,MDN,0557539,FTSE SmallCap,232.500000,
Majedie Investments,MAJE,0555522,Ineligible,202.500000,
Savills,SVS,0777713,FTSE SmallCap,169.500000,
Edinburgh UK Tracker Trust,EUK,0559698,FTSE SmallCap,180.500000,
C D Bramall,CDB,0774349,FTSE SmallCap,281.000000,
Ann Street Group,ASG,0042842,Ineligible,410.000000,
Mountview Estates,MTVW,0608103,,2700.000000,
INVESCO English & Intl.Trust,IEI,0317391,FTSE SmallCap,118.500000,
JPMorgan Fleming Eur Fldglng IT,JFF,0341969,FTSE SmallCap,181.000000,
Alexon Group,AXN,0844402,FTSE SmallCap,170.000000,
Axis-Shield,ASD,0803997,FTSE SmallCap,210.000000,
Ebookers,EBR,3037599,FTSE Fledgling,203.500000,
3I Biosciences Inv Trust,TBS,0112187,FTSE SmallCap,226.000000,
Oxford Instruments,OXIG,0665045,FTSE SmallCap,211.000000,
Peacock Group,PEA,0923152,FTSE SmallCap,88.500000,
McBride,MCB,0574635,FTSE SmallCap,56.500000,
Allders,ADS,0032519,FTSE SmallCap,129.000000,
Regus,RGU,0974741,FTSE SmallCap,17.250000,
Gleeson (M J) Group,GLE,0372107,FTSE SmallCap,970.000000,
Henderson Absolute Rtn Portfolio Ld,HAB,3026735,Ineligible,86.750000,
Fenner,FENR,0334505,FTSE SmallCap,97.000000,
Marconi,MONI,0877431,FTSE SmallCap,3.560000,
Fidelity Special Values,FSV,0332510,FTSE SmallCap,239.500000,
Big Yellow Group,BYG,0286941,,84.500000,
Bookham Technology,BHM,0224305,FTSE SmallCap,68.000000,
Schroder Income Growth Fund,SCF,0791586,FTSE SmallCap,143.750000,
JPMorgan Flem Mid Cap Inv Tst,JMF,0235761,FTSE SmallCap,252.000000,
Harvey Nichols Group,HVY,0414300,FTSE SmallCap,176.000000,
Ted Baker,TBK,0104861,FTSE SmallCap,234.000000,
Wagon,WAGN,0932705,FTSE SmallCap,184.000000,
Kensington Group,KGN,0166333,FTSE SmallCap,168.000000,
Ecofin Water&Power Opportunities Inc Shs,ECW,3132632,Ineligible,97.500000,
Ecofin Water&Power Opportunities Cap Shs,ECWC,3132643,Ineligible,78.500000,
Weston Medical Group,WMG,0382162,FTSE SmallCap,75.500000,
Senior,SNR,0795823,FTSE SmallCap,31.000000,
Abacus Group,ABU,0030579,FTSE SmallCap,227.000000,
Themis FTSE All-Small Index,TFA,0429586,FTSE SmallCap,124.500000,
Ashley (Laura) Hdg,ALY,0053372,FTSE SmallCap,15.750000,
Royalblue Group,RYB,0759023,FTSE SmallCap,307.500000,
Liontrust Asset Management,LIO,0738840,FTSE SmallCap,282.500000,
Schroder Asia Pacific Fund,SDP,0791887,FTSE SmallCap,66.250000,
Yates Group,YTE,0986177,FTSE SmallCap,141.000000,
Jermyn Investment Properties,JMY,0473107,Ineligible,547.500000,
Personal Assets Trust,PNL,0682754,FTSE SmallCap,19550.000000,
Heiton Group,HIT,0419446,,185.000000,
British Polythene Industries,BPI,0779742,FTSE SmallCap,351.000000,
Fleming Emerging Mkts Inv Tst,FEM,0341895,FTSE SmallCap,99.500000,
Wilmington Group,WIL,0969231,Ineligible,109.000000,
Tops Estates,TOPS,0896919,FTSE SmallCap,199.000000,
Lowland Investment Co,LWI,0536806,FTSE SmallCap,455.000000,
Northgate Information Solutions,NIS,0558372,FTSE SmallCap,31.250000,
Merant,MRN,0248383,FTSE SmallCap,85.000000,
Foreign & Col Emerging Mkts Inv Tst,FCT,0160681,FTSE SmallCap,48.750000,
Town Centre Securities,TCSC,0306281,FTSE SmallCap,127.500000,
Framlington Innovative Gwth Tst,FIT,0890632,FTSE SmallCap,181.500000,
Chime Communications,CHW,0191131,FTSE SmallCap,59.500000,
Blacks Leisure Group,BSLA,0102832,FTSE SmallCap,214.000000,
PSD Group,PSD,0705394,FTSE SmallCap,352.500000,
Bristol Water Hldgs,BTW,0125710,FTSE SmallCap,1210.000000,
Metalrax Group,MRX,0583824,FTSE SmallCap,72.000000,
Derby Trust Cap.,DTIC,0264419,Ineligible,512.500000,
Derby Trust,DTI,0264453,Ineligible,68.000000,
Dicom Group,DCM,0268262,FTSE SmallCap,415.000000,
Mothercare,MTC,0906744,FTSE SmallCap,122.000000,
McKay Securities,MCKS,0552200,FTSE Fledgling,174.000000,
Tribune Trust,TBE,0904630,Ineligible,412.500000,
Barr (A.G.),BAG,0080347,FTSE SmallCap,442.500000,
Schroder Japan Growth Fund,SJG,0802284,FTSE SmallCap,68.250000,
Pantheon Intl Participations,PIN,0414850,FTSE SmallCap,394.000000,
Macfarlane Group,MACF,0551887,FTSE SmallCap,71.500000,
Special Utilities Inv Tst (S),SPLS,0347008,FTSE Fledgling,125.500000,
Special Utilities Inv Tst (Cap Shs),SPLA,3070981,Ineligible,132.000000,
Special Utilities Inv Tst (2003 Cap shs),SPLB,3070992,Ineligible,109.500000,
Domnick Hunter Group,DKH,0275552,FTSE SmallCap,238.500000,
Advance Developing Markets,ADD,0167499,FTSE SmallCap,106.000000,
Mouchel,MCHL,3169685,,135.000000,
Chemring Group,CHG,0190462,FTSE SmallCap,304.000000,
Synstar,SYN,0532956,FTSE SmallCap,50.500000,
Chloride Group,CHLD,0195207,FTSE SmallCap,33.000000,
Metal Bulletin,MTLB,0237444,Ineligible,147.500000,
Gartmore Global Trust,GGL,0318402,FTSE SmallCap,145.500000,
Deutsche Equity Income Trust,DEI,0603959,FTSE SmallCap,199.500000,
Glenmorangie,GMGA,0556611,Ineligible,680.000000,
Camellia,CAM,0166708,,2950.000000,
Express Dairies,EXD,0257765,FTSE Fledgling,26.250000,
Scottish Value Trust,SCV,0121600,FTSE SmallCap,142.500000,
ITE Group,ITE,0252050,FTSE Fledgling,28.000000,
Detica Group,DCA,3153956,,347.500000,
3i Smaller Quoted Companies,ISQ,0643610,FTSE SmallCap,134.500000,
Shires Income,SHRS,0805250,FTSE SmallCap,259.500000,
Brown & Jackson,BRJK,0146993,FTSE SmallCap,43.500000,
Galliford Try,GFRD,0359906,FTSE SmallCap,35.250000,
Eaglet Investment Trust,EIN,0297437,FTSE SmallCap,249.500000,
Medisys,MDY,0097615,FTSE SmallCap,19.500000,
BWD Securities,BWD,0070070,FTSE SmallCap,341.500000,
Telemetrix,TMX,0881249,FTSE SmallCap,76.000000,
Charles Stanley Group,CAY,0655604,FTSE SmallCap,178.000000,
JPMorgan Flem Jap Smlr Cos IT,JPS,0316581,FTSE SmallCap,169.000000,
M&G Recovery Investment Co,MGR,3119389,Ineligible,30.000000,
Invesco Income Growth Trust,IVI,0358572,FTSE SmallCap,139.000000,
Wellington Underwriting,WUN,0947408,FTSE SmallCap,55.500000,
New Star Investment Trust,NSI,0263104,Ineligible,67.000000,
Henderson Far East Income Trust,HFE,0160001,FTSE SmallCap,131.000000,
Filtronic,FTC,0336299,FTSE SmallCap,100.000000,
Belhaven Group,BHG,0090539,FTSE Fledgling,341.500000,
Minorplanet Systems,MPS,0182083,FTSE SmallCap,100.000000,
Castings,CGS,0179568,FTSE Fledgling,167.500000,
Dart Group,DTG,0375106,FTSE SmallCap,214.000000,
Boot (Henry),BHY,0111009,FTSE Fledgling,282.500000,
LA Fitness,LFS,0851402,FTSE SmallCap,177.000000,
Robert Walters,RWA,0847508,FTSE SmallCap,85.500000,
RM,RM.,0287041,FTSE SmallCap,77.500000,
Investors Capital Trust,ICAI,3050961,Ineligible,25.500000,
Investors Capital Trust (Cap shs),ICAC,3050972,Ineligible,3.000000,
Merrill Lynch Uk Inv Tst,MLU,0491206,FTSE SmallCap,530.000000,
ARC International,ARK,0964548,FTSE SmallCap,24.500000,
Diploma,DPLM,0182663,FTSE SmallCap,314.000000,
Le Riche Group,LRI,0508225,Ineligible,502.500000,
Scipher,SIP,0070564,FTSE SmallCap,78.500000,
Thorntons,THT,0890193,FTSE Fledgling,106.000000,
Ockham Holdings,OCK,0656113,FTSE SmallCap,35.000000,
F&C PEP & ISA Investment Trust,FPP,0346328,FTSE SmallCap,140.500000,
SVB Holdings,SVB,0864648,FTSE SmallCap,36.000000,
Costain Gp,COST,0227218,FTSE Fledgling,20.500000,
Simon Group,SMON,0809702,FTSE SmallCap,43.500000,
Baillie Gifford Japan Trust,BGFD,0048583,FTSE SmallCap,108.500000,
Television Corporation,TCP,0863946,FTSE SmallCap,214.000000,
WSP Group,WSH,0932374,FTSE SmallCap,129.000000,
Dunedin Enterprise Investment Trust,DNE,0577656,Ineligible,219.000000,
nCipher,NCH,0065043,FTSE SmallCap,54.000000,
Scapa Group,SCPA,0728119,FTSE SmallCap,47.000000,
UMECO,UMC,0911607,FTSE SmallCap,277.500000,
Fuller Smith & Turner,FSTA,0355186,FTSE SmallCap,477.500000,
Wiggins Group,WGG,0965239,FTSE SmallCap,6.875000,
Ash & Lacy,ASHL,0052841,Ineligible,185.000000,
Whitehead Mann Group,WHT,0961873,FTSE SmallCap,267.500000,
Alphameric,ALM,0022189,FTSE SmallCap,65.500000,
Hardys & Hansons,HDYS,0410278,FTSE Fledgling,333.500000,
Richmond Foods,RFD,0904384,FTSE Fledgling,294.000000,
ScS Upholstery,SUY,0219992,FTSE Fledgling,208.000000,
Mercury Grosvenor Trust,MYR,0392105,Ineligible,261.500000,
Care UK,CUK,0176655,FTSE SmallCap,134.500000,
Brammer (H),BRAM,0119508,FTSE SmallCap,137.500000,
Fisher (James) & Sons,FSJ,0339500,FTSE Fledgling,135.500000,
Photo-Me International,PHTM,0848125,FTSE SmallCap,18.000000,
Molins,MLIN,0599111,FTSE Fledgling,327.500000,
Independent Inv Tst,IIT,0081168,FTSE Fledgling,116.500000,
Isotron,ISO,0461685,FTSE Fledgling,305.000000,
M & G Equity Investment Trust Inc,MEQI,0551199,Ineligible,23.750000,
M & G Equity Investment Trust Cap,MEQC,0551166,Ineligible,11.500000,
European Motor Hldgs,EMH,0315113,FTSE Fledgling,121.500000,
Jersey Electricity Co,JEL,0473260,FTSE Fledgling,3500.000000,
City Merchants High Yield Tst,CHY,0200413,FTSE Fledgling,167.500000,
Blick,BLK,0104430,FTSE SmallCap,201.500000,
M&G Income Investment Co,MIV,3082663,Ineligible,22.000000,
Undervalued Assets Trust,UAT,0911544,FTSE SmallCap,99.000000,
Rutland Trust,RUT,0486912,FTSE SmallCap,31.750000,
Alkane Energy,ALK,0328661,FTSE SmallCap,69.500000,
London Bridge Software Holdings,LNB,0379829,FTSE SmallCap,36.500000,
Bell Group,BEL,0612557,FTSE Fledgling,116.000000,
Dechra Pharmaceuticals,DPH,0963318,FTSE SmallCap,122.000000,
Arena Leisure,ARE,0021926,FTSE SmallCap,17.000000,
Edinburgh Worldwide Inv Tst,EWI,0291633,FTSE SmallCap,125.000000,
Value & Income Trust,VIN,0848471,FTSE SmallCap,134.500000,
Sportech,SPO,0746650,FTSE SmallCap,10.250000,
Radstone Technology,RST,0720483,FTSE Fledgling,256.500000,
Telecom Plus,TEP,0879471,FTSE SmallCap,102.500000,
Aveva Group,AVV,0161480,FTSE SmallCap,354.000000,
Xenova Group,XEN,0985000,FTSE Fledgling,43.000000,
Lookers,LOOK,0534446,FTSE Fledgling,175.500000,
Beattie (James),BTT,0085728,FTSE SmallCap,145.000000,
Hansa Trust (A),HANA,0787983,FTSE SmallCap,242.500000,
Hansa Trust,HAN,0787972,FTSE SmallCap,250.000000,
London & St Lawrence Investment,LSLI,0531005,Ineligible,179.000000,
Spring Group,SRG,0815204,FTSE SmallCap,39.000000,
Torotrak,TRK,0292238,FTSE SmallCap,50.000000,
Dresdner RCM Endwmnt,DEP,0494799,FTSE Fledgling,195.000000,
Dawson Holdings,DWN,0258456,FTSE Fledgling,93.500000,
North Atlantic SmallerCosInvTst,NAS,0643900,FTSE Fledgling,502.500000,
Henderson High Income Trust,HHI,0958057,FTSE SmallCap,106.750000,
Telewest Communications,TWT,0654452,FTSE SmallCap,2.000000,
Low & Bonar,LWB,0536301,FTSE SmallCap,58.000000,
Real Estate Opportunities,REO,3036499,Ineligible,22.500000,
Corporate Services Group,CSV,0225160,FTSE SmallCap,21.000000,
Kleeneze,KLZ,0137373,Ineligible,122.500000,
Vanco,VAN,3099867,FTSE SmallCap,110.500000,
Jupiter European Opps Trust,JEO,0019772,FTSE SmallCap,71.250000,
JPMorgan Fleming Inc & Cap I.T,JPI,3073184,FTSE SmallCap,76.750000,
SHL Group,SHL,0155085,FTSE SmallCap,104.000000,
Finsbury Growth Trust,FGT,0781606,FTSE SmallCap,144.500000,
Pacific Assets Trust,PAC,0667438,FTSE SmallCap,45.250000,
Bett Bros,BTB,0095006,FTSE Fledgling,354.000000,
Severfield-Rowen,SFR,0808152,FTSE Fledgling,277.500000,
Highbury House Communications,HHO,0411312,FTSE SmallCap,19.750000,
Baird (William),BDW,0071114,FTSE SmallCap,47.500000,
Dee Valley Group,DVW,0261818,FTSE Fledgling,445.000000,
Guardian IT,GRD,0247807,Ineligible,79.000000,
Foreign & Colonial U.S. Smaller Cos,FRU,0346340,FTSE SmallCap,167.500000,
Diagonal,DIA,0268206,FTSE SmallCap,61.500000,
Burndene Investments,BRDN,0155773,FTSE Fledgling,64.000000,
Equity Partnership Inv Co (Cap Shs),EQPC,3073548,Ineligible,97.500000,
Equity Partnership Inv Co (Inc Shs),EQPI,3073537,Ineligible,100.000000,
Edinburgh Fund Managers Group,EDFD,0304531,FTSE SmallCap,190.000000,
Young & Cos Brewery N/V,YNGN,0988225,FTSE Fledgling,575.000000,
Young & Cos Brewery A,YNGA,0988203,FTSE Fledgling,662.500000,
Queens Moat Houses Cons,QMOT,0719890,FTSE Fledgling,13.750000,
S & U,SUS,0765503,FTSE Fledgling,452.500000,
Bertam Hldgs,BTM,0094489,FTSE Fledgling,187.500000,
Beeson Gregory Group,BGG,0287007,Ineligible,77.500000,
DTZ Holdings,DTZ,0260611,FTSE SmallCap,101.000000,
Fidelity Asian Values,FAS,0332231,FTSE SmallCap,56.250000,
Charter Pan-European Trust,CPE,3148639,FTSE SmallCap,97.000000,
Ennstone,ENN,0178725,FTSE Fledgling,31.750000,
Invesco Perpetual UK Smlr Co IT,IPU,0094490,FTSE Fledgling,367.000000,
Eldridge Pope & Co,ELD,0257817,FTSE Fledgling,209.500000,
Hardy Underwriting Group,HDU,0410977,FTSE Fledgling,146.000000,
Shore Capital Group,SGR,0955337,Ineligible,11.250000,
Rowe Evans Investments,RWEV,0753810,FTSE Fledgling,105.500000,
Hitachi Credit,HCU,0059035,FTSE SmallCap,120.000000,
Govett Strategic Trust,GST,3175455,FTSE 250,77.000000,
Burtonwood Brewery,BWB,0156709,FTSE Fledgling,240.500000,
Pace Micro Technology,PIC,0667278,FTSE SmallCap,22.500000,
Genemedix,GMX,0953461,FTSE SmallCap,17.500000,
FCX International,FCX,3075696,Ineligible,281.500000,
Mice Group,MEG,0606475,FTSE Fledgling,53.500000,
BATM Advanced Comm.,BVC,0911146,FTSE SmallCap,13.000000,
INVESCO Asia Trust,IAT,0453530,FTSE Fledgling,46.750000,
Wintrust,WTT,0973704,FTSE Fledgling,487.500000,
Dunedin Smaller Cos Inv Tst,DNDL,0285302,FTSE SmallCap,301.000000,
Secure Trust Banking Group,SCU,0792233,FTSE Fledgling,362.500000,
Henderson Eurotrust,HNE,0419929,FTSE Fledgling,193.500000,
JPMorgan Fleming US Disc IT,JPU,0341710,FTSE SmallCap,418.500000,
Imagination Technologies Group,IMG,0930312,FTSE SmallCap,29.000000,
Gartmore Fledgling Trust,GMF,0371922,FTSE Fledgling,167.500000,
Private Equity Investor,PEQ,0050403,FTSE SmallCap,98.000000,
Dyson Group,DYS,0290500,FTSE Fledgling,169.000000,
Henderson Strata Investments,HSI,0853657,FTSE SmallCap,276.500000,
Universal Salvage,UVS,0919883,FTSE SmallCap,175.000000,
Penna Consulting,PNA,0679466,FTSE SmallCap,270.000000,
Axon Group,AXO,0566922,FTSE SmallCap,92.500000,
IFX Power,IXP,0907587,FTSE SmallCap,227.500000,
Gartmore Irish Growth Fund,GIR,0615200,FTSE Fledgling,207.500000,
Staffware,STW,0840875,FTSE SmallCap,332.500000,
Montanaro UK SmallerCosInvTst,MTU,0600756,FTSE Fledgling,128.000000,
Wireless Group,TWG,0668345,FTSE Fledgling,67.500000,
Fidelity Japanese Values,FJV,0332855,FTSE Fledgling,47.500000,
Berkeley Berry Birch,BBB,0094456,FTSE Fledgling,78.500000,
Gartmore Growth Opportunities,GGO,0876290,FTSE SmallCap,132.000000,
Easynet Group,ESY,0302405,FTSE SmallCap,76.000000,
Enterprise Capital Trust,ECT,0457402,Ineligible,110.500000,
British Portfolio Trust,BPO,3096169,,106.000000,
3I European Technology Trust,TTT,0323688,FTSE SmallCap,12.500000,
Reed Health Group,RHG,3059344,FTSE Fledgling,123.500000,
Clarke (T.),CTO,0201502,FTSE Fledgling,375.000000,
Lavendon Group,LVD,0505754,FTSE SmallCap,123.500000,
Royal London Growth & Inc Trust,RLG,0213154,Ineligible,40.000000,
Parkman Group,PKN,3060584,FTSE Fledgling,129.500000,
Britannic Smaller Companies Tst,BRI,0030461,FTSE Fledgling,117.000000,
Aberdeen New Dawn Inv Tst,ABD,0005685,FTSE Fledgling,184.500000,
F&C Income Growth Inv Tst,FIG,0348700,FTSE Fledgling,112.000000,
Avon Rubber,AVON,0066701,FTSE Fledgling,161.000000,
Malcolm Group (The),MAL,3126958,FTSE SmallCap,70.000000,
Swan Hill Group,SHG,0425346,FTSE Fledgling,74.500000,
Vp,VP.,0928696,FTSE Fledgling,96.000000,
Schroder Emerging Countries Fund,SEF,0792158,FTSE Fledgling,46.500000,
IQE,IQE,0961992,FTSE SmallCap,24.000000,
Porvair,PRV,0696368,FTSE SmallCap,119.500000,
Quester VCT 4,QUT,0209896,Ineligible,82.500000,
Corin Group,CRG,3152652,,124.500000,
NSB Retail Systems,NSB,0157069,FTSE SmallCap,13.750000,
Riversoft,RSFT,0213143,Ineligible,18.000000,
Bidcorp,BID,0469009,FTSE Fledgling,17.500000,
Nord Anglia Education,NAE,0658272,FTSE Fledgling,207.500000,
Leopold Joseph Holdings,LJH,0478469,FTSE Fledgling,815.000000,
Ferraris Group,FER,0838182,FTSE Fledgling,150.500000,
Health Clinic,HEC,0922966,FTSE SmallCap,86.000000,
Edinburgh Oil & Gas,EDG,0305459,FTSE Fledgling,103.500000,
Hedgefirst,HFI,3018077,Ineligible,77.500000,
Kleinwort Capital Trust,KCT,3095531,FTSE Fledgling,141.500000,
NXT,NTX,0439756,FTSE SmallCap,57.500000,
Dresdner RCM 2 Endwt Policy Tst Ord 5p,DSE,0494841,FTSE Fledgling,123.500000,
Dresdner RCM 2 Endwt Policy Tst Ksept 09,DSEK,0493990,FTSE Fledgling,87.000000,
Advance UK Trust,ADU,0167518,FTSE Fledgling,92.500000,
Nichols,NICL,0638939,FTSE Fledgling,113.000000,
Fleming Smaller Companies Inv Trust,FMC,0741600,FTSE SmallCap,156.500000,
Alumasc Group,ALU,0028035,FTSE Fledgling,120.000000,
Unicorn AIM VCT,UAV,3091830,Ineligible,125.000000,
Govett Asian Recovery Trust,GAN,0392075,FTSE Fledgling,113.500000,
Dowding & Mills,DWM,0278807,FTSE Fledgling,26.750000,
Ivory & Sime ISIS Trust,ISI,0156828,FTSE Fledgling,53.500000,
iTouch,ITU,0920368,Ineligible,14.250000,
Estates & General,ESGN,0321240,FTSE Fledgling,147.500000,
Protherics,PTI,0702920,FTSE Fledgling,21.750000,
Hill & Smith Hldgs,HILS,0427030,FTSE Fledgling,68.000000,
City North Group,CNR,0282767,FTSE Fledgling,183.500000,
White Young Green,WHY,0386915,FTSE Fledgling,142.500000,
Ryland Group,RYG,0760809,FTSE Fledgling,136.000000,
Trifast,TRI,0888392,FTSE SmallCap,56.500000,
Jupiter Enhanced Income Inv Tst Inc shs,JEH,0482114,FTSE Fledgling,70.500000,
Eurodis Electron,ELH,0310077,FTSE SmallCap,52.000000,
Austin Reed Group,ARD,0729684,FTSE Fledgling,127.500000,
Smith (James) Estates,SJE,0817813,FTSE Fledgling,222.500000,
Smaller Companies Inv Trust,SMC,0418506,FTSE Fledgling,168.000000,
Merrill Lynch New Energy Technology,MNE,0973793,FTSE SmallCap,20.000000,
Wyndeham Press Group,WDSW,0978505,FTSE Fledgling,91.500000,
British Biotech,BBG,0129905,FTSE SmallCap,6.000000,
Renold,RNO,0732507,FTSE Fledgling,57.500000,
Knox Darcy Trust,KXD,0463584,FTSE Fledgling,25.500000,
JPMorgan Fleming Indian IT,JII,0345035,FTSE Fledgling,50.500000,
Vernalis Group,VER,0926009,FTSE SmallCap,92.500000,
Finsbury Technology Trust,FTT,0339072,FTSE SmallCap,146.000000,
Lambert Howarth Group,LMBT,0501796,FTSE Fledgling,158.000000,
Plasmon,PLM,0690638,FTSE Fledgling,76.500000,
International Biotechnology Tst,IBT,0455934,FTSE SmallCap,80.000000,
Artemis Aim Vct,AAV,3016703,Ineligible,90.000000,
Smart(J.)&Co(Contractors),SMJ,0815301,FTSE Fledgling,384.000000,
Martin Currie Pacific Trust,MCP,0569512,FTSE Fledgling,100.000000,
Planit Holdings,PLN,0141697,FTSE Fledgling,46.500000,
Biocompatibles International,BII,3173211,FTSE SmallCap,87.000000,
Linx Printing Technology,LPT,0518558,FTSE Fledgling,256.500000,
Baltimore Technologies,BLM,0436122,FTSE SmallCap,7.500000,
Merrill Lynch FTSE100 Stppd G & I Ld (Inc Shs),MLFI,3165274,Ineligible,96.000000,
Merrill Lynch FTSE100 Stppd G & I Ld (Gwth Shs),MLFG,3165252,Ineligible,96.000000,
Parity,PTY,0689272,FTSE SmallCap,25.000000,
Alizyme,AZM,0037428,FTSE Fledgling,48.500000,
Dawson International,DWSN,0334301,FTSE Fledgling,37.500000,
Bioquell,BQE,0499200,FTSE Fledgling,97.000000,
Property Fund Management,PFM,3158144,,184.000000,
Amerindo Internet Fund,ANO,0305125,FTSE SmallCap,9.500000,
Shires Smaller Companies,SHD,0806372,FTSE Fledgling,173.500000,
Thompson Clive Investments,TCI,0888905,Ineligible,312.500000,
Sherwood International,SHC,0561659,FTSE SmallCap,82.500000,
Johnston Group,JHT,0468493,FTSE Fledgling,345.000000,
Northern Investors Co,NRI,0647139,FTSE Fledgling,747.500000,
Atrium Underwriting,AUW,0524102,FTSE Fledgling,76.000000,
Biotrace International,BOI,0097626,FTSE Fledgling,101.500000,
